"cue","target","link"
"face","bee",0
"finger","bee",0
"foot","bee",0
"hair","bee",0
"hand","bee",0
"head","bee",0
"knee","bee",0
"leg","bee",0
"lips","bee",0
"mouth","bee",0
"nose","bee",0
"owie","bee",0
"penis","bee",0
"shoulder","bee",0
"toe","bee",0
"tongue","bee",0
"tooth","bee",0
"tummy","bee",0
"vagina","bee",0
"basket","bee",0
"blanket","bee",0
"bottle","bee",0
"bowl","bee",0
"box","bee",0
"broom","bee",0
"brush","bee",0
"bucket","bee",0
"camera","bee",0
"can","bee",0
"clock","bee",0
"comb","bee",0
"cup","bee",0
"dish","bee",0
"fork","bee",0
"garbage","bee",0
"glass","bee",0
"glasses","bee",0
"hammer","bee",0
"jar","bee",0
"keys","bee",0
"knife","bee",0
"lamp","bee",0
"light","bee",0
"medicine","bee",0
"money","bee",0
"mop","bee",0
"nail","bee",0
"napkin","bee",0
"paper","bee",0
"penny","bee",0
"picture","bee",0
"pillow","bee",0
"plant","bee",0
"plate","bee",0
"purse","bee",0
"radio","bee",0
"scissors","bee",0
"soap","bee",0
"spoon","bee",0
"tape","bee",0
"telephone","bee",0
"tissue","bee",0
"toothbrush","bee",0
"towel","bee",0
"trash","bee",0
"tray","bee",0
"vacuum","bee",0
"walker","bee",0
"watch","bee",0
"basement","bee",0
"bathroom","bee",0
"bathtub","bee",0
"bed","bee",0
"bedroom","bee",0
"bench","bee",0
"chair","bee",0
"closet","bee",0
"couch","bee",0
"crib","bee",0
"door","bee",0
"drawer","bee",0
"dryer","bee",0
"garage","bee",0
"high chair","bee",0
"kitchen","bee",0
"living room","bee",0
"oven","bee",0
"play pen","bee",0
"porch","bee",0
"potty","bee",0
"rocking chair","bee",0
"refrigerator","bee",0
"room","bee",0
"shower","bee",0
"sink","bee",0
"sofa","bee",0
"stairs","bee",0
"stove","bee",0
"table","bee",0
"TV","bee",0
"window","bee",0
"washing machine","bee",0
"backyard","bee",0
"cloud","bee",0
"flag","bee",0
"flower","bee",0
"garden","bee",0
"grass","bee",0
"hose","bee",0
"ladder","bee",0
"lawn mower","bee",0
"moon","bee",0
"pool","bee",0
"rain","bee",0
"rock","bee",0
"roof","bee",0
"sandbox","bee",0
"shovel","bee",0
"sidewalk","bee",0
"sky","bee",0
"slide","bee",0
"snow","bee",0
"snowman","bee",0
"sprinkler","bee",0
"star","bee",0
"stick","bee",0
"stone","bee",0
"street","bee",0
"sun","bee",0
"swing","bee",0
"tree","bee",0
"water","bee",0
"wind","bee",0
"alligator","bird",0
"animal","bird",1
"ant","bird",0
"bear","bird",0
"bee","bird",0
"bird","bird",0
"bug","bird",0
"bunny","bird",0
"butterfly","bird",1
"cat","bird",0
"chicken","bird",1
"cow","bird",0
"deer","bird",0
"dog","bird",0
"donkey","bird",0
"duck","bird",1
"elephant","bird",0
"fish","bird",0
"frog","bird",0
"giraffe","bird",0
"goose","bird",1
"hen","bird",1
"horse","bird",0
"kitty","bird",0
"lamb","bird",0
"lion","bird",0
"monkey","bird",0
"moose","bird",0
"mouse","bird",0
"owl","bird",1
"penguin","bird",1
"pig","bird",0
"pony","bird",0
"puppy","bird",0
"rooster","bird",0
"sheep","bird",0
"squirrel","bird",0
"teddybear","bird",0
"tiger","bird",0
"turkey","bird",1
"turtle","bird",0
"wolf","bird",0
"zebra","bird",0
"airplane","bird",1
"bicycle","bird",0
"boat","bird",0
"bus","bird",0
"car","bird",0
"firetruck","bird",0
"helicopter","bird",0
"motorcycle","bird",0
"sled","bird",0
"stroller","bird",0
"tractor","bird",0
"train","bird",0
"tricycle","bird",0
"truck","bird",0
"ball","bird",0
"balloon","bird",0
"bat","bird",1
"block","bird",0
"book","bird",0
"bubbles","bird",0
"chalk","bird",0
"crayon","bird",0
"doll","bird",0
"game","bird",0
"glue","bird",0
"pen","bird",0
"pencil","bird",0
"play dough","bird",0
"present","bird",0
"puzzle","bird",0
"story","bird",0
"toy","bird",0
"apple","bird",0
"applesauce","bird",0
"banana","bird",0
"beans","bird",0
"bread","bird",0
"butter","bird",0
"cake","bird",0
"candy","bird",0
"carrots","bird",0
"cereal","bird",0
"cheerios","bird",0
"cheese","bird",0
"chicken","bird",1
"chocolate","bird",0
"coffee","bird",0
"coke","bird",0
"cookie","bird",0
"corn","bird",0
"cracker","bird",1
"donut","bird",0
"drink","bird",0
"egg","bird",0
"fish","bird",0
"food","bird",0
"french fries","bird",0
"grapes","bird",0
"green beans","bird",0
"gum","bird",0
"hamburger","bird",0
"ice","bird",0
"ice cream","bird",0
"jello","bird",0
"jelly","bird",0
"juice","bird",0
"lollipop","bird",0
"meat","bird",0
"melon","bird",0
"milk","bird",0
"muffin","bird",0
"noodles","bird",0
"nuts","bird",0
"orange","bird",0
"pancake","bird",0
"peas","bird",0
"peanut butter","bird",0
"pickle","bird",0
"pizza","bird",0
"popcorn","bird",0
"popsicle","bird",0
"potato chip","bird",0
"potato","bird",0
"pretzel","bird",0
"pudding","bird",0
"pumpkin","bird",0
"raisin","bird",0
"salt","bird",0
"sandwich","bird",0
"sauce","bird",0
"soda","bird",0
"soup","bird",0
"spaghetti","bird",0
"strawberry","bird",0
"toast","bird",0
"tuna","bird",0
"vanilla","bird",0
"vitamins","bird",0
"water","bird",0
"yogurt","bird",0
"beads","bird",0
"belt","bird",0
"bib","bird",0
"boots","bird",0
"button","bird",0
"coat","bird",0
"diaper","bird",0
"dress","bird",0
"gloves","bird",0
"hat","bird",0
"jacket","bird",0
"jeans","bird",0
"mittens","bird",0
"necklace","bird",0
"pajamas","bird",0
"pants","bird",0
"scarf","bird",0
"shirt","bird",0
"shoe","bird",0
"shorts","bird",0
"slipper","bird",0
"sneaker","bird",0
"snowsuit","bird",0
"sock","bird",0
"sweater","bird",0
"tights","bird",0
"underpants","bird",0
"zipper","bird",0
"ankle","bird",0
"arm","bird",0
"belly button","bird",0
"buttocks","bird",0
"cheek","bird",0
"chin","bird",0
"ear","bird",0
"eye","bird",0
"face","bird",0
"finger","bird",1
"foot","bird",0
"hair","bird",0
"hand","bird",0
"head","bird",0
"knee","bird",0
"leg","bird",0
"lips","bird",0
"mouth","bird",0
"nose","bird",0
"owie","bird",0
"penis","bird",0
"shoulder","bird",0
"toe","bird",0
"tongue","bird",0
"tooth","bird",0
"tummy","bird",0
"vagina","bird",0
"basket","bird",0
"blanket","bird",0
"bottle","bird",0
"bowl","bird",0
"box","bird",0
"broom","bird",0
"brush","bird",0
"bucket","bird",0
"camera","bird",0
"can","bird",0
"clock","bird",0
"comb","bird",0
"cup","bird",0
"dish","bird",0
"fork","bird",0
"garbage","bird",0
"glass","bird",0
"glasses","bird",0
"hammer","bird",0
"jar","bird",0
"keys","bird",0
"knife","bird",0
"lamp","bird",0
"light","bird",0
"medicine","bird",0
"money","bird",0
"mop","bird",0
"nail","bird",0
"napkin","bird",0
"paper","bird",0
"penny","bird",0
"picture","bird",0
"pillow","bird",0
"plant","bird",0
"plate","bird",0
"purse","bird",0
"radio","bird",0
"scissors","bird",0
"soap","bird",0
"spoon","bird",0
"tape","bird",0
"telephone","bird",0
"tissue","bird",0
"toothbrush","bird",0
"towel","bird",0
"trash","bird",0
"tray","bird",0
"vacuum","bird",0
"walker","bird",0
"watch","bird",0
"basement","bird",0
"bathroom","bird",0
"bathtub","bird",0
"bed","bird",0
"bedroom","bird",0
"bench","bird",0
"chair","bird",0
"closet","bird",0
"couch","bird",0
"crib","bird",0
"door","bird",0
"drawer","bird",0
"dryer","bird",0
"garage","bird",0
"high chair","bird",0
"kitchen","bird",0
"living room","bird",0
"oven","bird",0
"play pen","bird",0
"porch","bird",0
"potty","bird",0
"rocking chair","bird",0
"refrigerator","bird",0
"room","bird",0
"shower","bird",0
"sink","bird",0
"sofa","bird",0
"stairs","bird",0
"stove","bird",0
"table","bird",0
"TV","bird",0
"window","bird",0
"washing machine","bird",0
"backyard","bird",0
"cloud","bird",0
"flag","bird",0
"flower","bird",0
"garden","bird",0
"grass","bird",0
"hose","bird",0
"ladder","bird",0
"lawn mower","bird",0
"moon","bird",0
"pool","bird",0
"rain","bird",0
"rock","bird",0
"roof","bird",0
"sandbox","bird",0
"shovel","bird",0
"sidewalk","bird",0
"sky","bird",0
"slide","bird",0
"snow","bird",0
"snowman","bird",0
"sprinkler","bird",0
"star","bird",0
"stick","bird",0
"stone","bird",0
"street","bird",0
"sun","bird",0
"swing","bird",0
"tree","bird",0
"water","bird",0
"wind","bird",0
"alligator","bug",0
"animal","bug",0
"ant","bug",1
"bear","bug",0
"bee","bug",0
"bird","bug",0
"bug","bug",0
"bunny","bug",0
"butterfly","bug",1
"cat","bug",0
"chicken","bug",0
"cow","bug",0
"deer","bug",0
"dog","bug",0
"donkey","bug",0
"duck","bug",0
"elephant","bug",0
"fish","bug",0
"frog","bug",0
"giraffe","bug",0
"goose","bug",0
"hen","bug",0
"horse","bug",0
"kitty","bug",0
"lamb","bug",0
"lion","bug",0
"monkey","bug",0
"moose","bug",0
"mouse","bug",0
"owl","bug",0
"penguin","bug",0
"pig","bug",0
"pony","bug",0
"puppy","bug",0
"rooster","bug",0
"sheep","bug",0
"squirrel","bug",0
"teddybear","bug",0
"tiger","bug",0
"turkey","bug",0
"turtle","bug",0
"wolf","bug",0
"zebra","bug",0
"airplane","bug",0
"bicycle","bug",0
"boat","bug",0
"bus","bug",0
"car","bug",0
"firetruck","bug",0
"helicopter","bug",0
"motorcycle","bug",0
"sled","bug",0
"stroller","bug",0
"tractor","bug",0
"train","bug",0
"tricycle","bug",0
"truck","bug",0
"ball","bug",0
"balloon","bug",0
"bat","bug",0
"block","bug",0
"book","bug",0
"bubbles","bug",0
"chalk","bug",0
"crayon","bug",0
"doll","bug",0
"game","bug",0
"glue","bug",0
"pen","bug",0
"pencil","bug",0
"play dough","bug",0
"present","bug",0
"puzzle","bug",0
"story","bug",0
"toy","bug",0
"apple","bug",0
"applesauce","bug",0
"banana","bug",0
"beans","bug",0
"bread","bug",0
"butter","bug",0
"cake","bug",0
"candy","bug",0
"carrots","bug",0
"cereal","bug",0
"cheerios","bug",0
"cheese","bug",0
"chicken","bug",0
"chocolate","bug",0
"coffee","bug",0
"coke","bug",0
"cookie","bug",0
"corn","bug",0
"cracker","bug",0
"donut","bug",0
"drink","bug",0
"egg","bug",0
"fish","bug",0
"food","bug",0
"french fries","bug",0
"grapes","bug",0
"green beans","bug",0
"gum","bug",0
"hamburger","bug",0
"ice","bug",0
"ice cream","bug",0
"jello","bug",0
"jelly","bug",0
"juice","bug",0
"lollipop","bug",0
"meat","bug",0
"melon","bug",0
"milk","bug",0
"muffin","bug",0
"noodles","bug",0
"nuts","bug",0
"orange","bug",0
"pancake","bug",0
"peas","bug",0
"peanut butter","bug",0
"pickle","bug",0
"pizza","bug",0
"popcorn","bug",0
"popsicle","bug",0
"potato chip","bug",0
"potato","bug",0
"pretzel","bug",0
"pudding","bug",0
"pumpkin","bug",0
"raisin","bug",0
"salt","bug",0
"sandwich","bug",0
"sauce","bug",0
"soda","bug",0
"soup","bug",0
"spaghetti","bug",0
"strawberry","bug",0
"toast","bug",0
"tuna","bug",0
"vanilla","bug",0
"vitamins","bug",0
"water","bug",0
"yogurt","bug",0
"beads","bug",0
"belt","bug",0
"bib","bug",0
"boots","bug",0
"button","bug",0
"coat","bug",0
"diaper","bug",0
"dress","bug",0
"gloves","bug",0
"hat","bug",0
"jacket","bug",0
"jeans","bug",0
"mittens","bug",0
"necklace","bug",0
"pajamas","bug",0
"pants","bug",0
"scarf","bug",0
"shirt","bug",0
"shoe","bug",0
"shorts","bug",0
"slipper","bug",0
"sneaker","bug",0
"snowsuit","bug",0
"sock","bug",0
"sweater","bug",0
"tights","bug",0
"underpants","bug",0
"zipper","bug",0
"ankle","bug",0
"arm","bug",0
"belly button","bug",0
"buttocks","bug",0
"cheek","bug",0
"chin","bug",0
"ear","bug",0
"eye","bug",0
"face","bug",0
"finger","bug",0
"foot","bug",0
"hair","bug",0
"hand","bug",0
"head","bug",0
"knee","bug",0
"leg","bug",0
"lips","bug",0
"mouth","bug",0
"nose","bug",0
"owie","bug",0
"penis","bug",0
"shoulder","bug",0
"toe","bug",0
"tongue","bug",0
"tooth","bug",0
"tummy","bug",0
"vagina","bug",0
"basket","bug",0
"blanket","bug",0
"bottle","bug",0
"bowl","bug",0
"box","bug",0
"broom","bug",0
"brush","bug",0
"bucket","bug",0
"camera","bug",0
"can","bug",0
"clock","bug",0
"comb","bug",0
"cup","bug",0
"dish","bug",0
"fork","bug",0
"garbage","bug",0
"glass","bug",0
"glasses","bug",0
"hammer","bug",0
"jar","bug",0
"keys","bug",0
"knife","bug",0
"lamp","bug",0
"light","bug",0
"medicine","bug",0
"money","bug",0
"mop","bug",0
"nail","bug",0
"napkin","bug",0
"paper","bug",0
"penny","bug",0
"picture","bug",0
"pillow","bug",0
"plant","bug",0
"plate","bug",0
"purse","bug",0
"radio","bug",0
"scissors","bug",0
"soap","bug",0
"spoon","bug",0
"tape","bug",0
"telephone","bug",0
"tissue","bug",0
"toothbrush","bug",0
"towel","bug",0
"trash","bug",0
"tray","bug",0
"vacuum","bug",0
"walker","bug",0
"watch","bug",0
"basement","bug",0
"bathroom","bug",0
"bathtub","bug",0
"bed","bug",1
"bedroom","bug",0
"bench","bug",0
"chair","bug",0
"closet","bug",0
"couch","bug",0
"crib","bug",0
"door","bug",0
"drawer","bug",0
"dryer","bug",0
"garage","bug",0
"high chair","bug",0
"kitchen","bug",0
"living room","bug",0
"oven","bug",0
"play pen","bug",0
"porch","bug",0
"potty","bug",0
"rocking chair","bug",0
"refrigerator","bug",0
"room","bug",0
"shower","bug",0
"sink","bug",0
"sofa","bug",0
"stairs","bug",0
"stove","bug",0
"table","bug",0
"TV","bug",0
"window","bug",0
"washing machine","bug",0
"backyard","bug",0
"cloud","bug",0
"flag","bug",0
"flower","bug",0
"garden","bug",0
"grass","bug",0
"hose","bug",0
"ladder","bug",0
"lawn mower","bug",0
"moon","bug",0
"pool","bug",0
"rain","bug",0
"rock","bug",0
"roof","bug",0
"sandbox","bug",0
"shovel","bug",0
"sidewalk","bug",0
"sky","bug",0
"slide","bug",0
"snow","bug",0
"snowman","bug",0
"sprinkler","bug",0
"star","bug",0
"stick","bug",0
"stone","bug",0
"street","bug",0
"sun","bug",0
"swing","bug",0
"tree","bug",0
"water","bug",0
"wind","bug",0
"alligator","bunny",0
"animal","bunny",0
"ant","bunny",0
"bear","bunny",0
"bee","bunny",0
"bird","bunny",0
"bug","bunny",0
"bunny","bunny",0
"butterfly","bunny",0
"cat","bunny",0
"chicken","bunny",0
"cow","bunny",0
"deer","bunny",0
"dog","bunny",0
"donkey","bunny",0
"duck","bunny",0
"elephant","bunny",0
"fish","bunny",0
"frog","bunny",0
"giraffe","bunny",0
"goose","bunny",0
"hen","bunny",0
"horse","bunny",0
"kitty","bunny",0
"lamb","bunny",0
"lion","bunny",0
"monkey","bunny",0
"moose","bunny",0
"mouse","bunny",0
"owl","bunny",0
"penguin","bunny",0
"pig","bunny",0
"pony","bunny",0
"puppy","bunny",0
"rooster","bunny",0
"sheep","bunny",0
"squirrel","bunny",0
"teddybear","bunny",0
"tiger","bunny",0
"turkey","bunny",0
"turtle","bunny",0
"wolf","bunny",0
"zebra","bunny",0
"airplane","bunny",0
"bicycle","bunny",0
"boat","bunny",0
"bus","bunny",0
"car","bunny",0
"firetruck","bunny",0
"helicopter","bunny",0
"motorcycle","bunny",0
"sled","bunny",0
"stroller","bunny",0
"tractor","bunny",0
"train","bunny",0
"tricycle","bunny",0
"truck","bunny",0
"ball","bunny",0
"balloon","bunny",0
"bat","bunny",0
"block","bunny",0
"book","bunny",0
"bubbles","bunny",0
"chalk","bunny",0
"crayon","bunny",0
"doll","bunny",0
"game","bunny",0
"glue","bunny",0
"pen","bunny",0
"pencil","bunny",0
"play dough","bunny",0
"present","bunny",0
"puzzle","bunny",0
"story","bunny",0
"toy","bunny",0
"apple","bunny",0
"applesauce","bunny",0
"banana","bunny",0
"beans","bunny",0
"bread","bunny",0
"butter","bunny",0
"cake","bunny",0
"candy","bunny",0
"carrots","bunny",1
"cereal","bunny",0
"cheerios","bunny",0
"cheese","bunny",0
"chicken","bunny",0
"chocolate","bunny",0
"coffee","bunny",0
"coke","bunny",0
"cookie","bunny",0
"corn","bunny",0
"cracker","bunny",0
"donut","bunny",0
"drink","bunny",0
"egg","bunny",0
"fish","bunny",0
"food","bunny",0
"french fries","bunny",0
"grapes","bunny",0
"green beans","bunny",0
"gum","bunny",0
"hamburger","bunny",0
"ice","bunny",0
"ice cream","bunny",0
"jello","bunny",0
"jelly","bunny",0
"juice","bunny",0
"lollipop","bunny",0
"meat","bunny",0
"melon","bunny",0
"milk","bunny",0
"muffin","bunny",0
"noodles","bunny",0
"nuts","bunny",0
"orange","bunny",0
"pancake","bunny",0
"peas","bunny",0
"peanut butter","bunny",0
"pickle","bunny",0
"pizza","bunny",0
"popcorn","bunny",0
"popsicle","bunny",0
"potato chip","bunny",0
"potato","bunny",0
"pretzel","bunny",0
"pudding","bunny",0
"pumpkin","bunny",0
"raisin","bunny",0
"salt","bunny",0
"sandwich","bunny",0
"sauce","bunny",0
"soda","bunny",0
"soup","bunny",0
"spaghetti","bunny",0
"strawberry","bunny",0
"toast","bunny",0
"tuna","bunny",0
"vanilla","bunny",0
"vitamins","bunny",0
"water","bunny",0
"yogurt","bunny",0
"beads","bunny",0
"belt","bunny",0
"bib","bunny",0
"boots","bunny",0
"button","bunny",0
"coat","bunny",0
"diaper","bunny",0
"dress","bunny",0
"gloves","bunny",0
"hat","bunny",0
"jacket","bunny",0
"jeans","bunny",0
"mittens","bunny",0
"necklace","bunny",0
"pajamas","bunny",0
"pants","bunny",0
"scarf","bunny",0
"shirt","bunny",0
"shoe","bunny",0
"shorts","bunny",0
"slipper","bunny",0
"sneaker","bunny",0
"snowsuit","bunny",0
"sock","bunny",0
"sweater","bunny",0
"tights","bunny",0
"underpants","bunny",0
"zipper","bunny",0
"ankle","bunny",0
"arm","bunny",0
"belly button","bunny",0
"buttocks","bunny",0
"cheek","bunny",0
"chin","bunny",0
"ear","bunny",0
"eye","bunny",0
"face","bunny",0
"finger","bunny",0
"foot","bunny",0
"hair","bunny",0
"hand","bunny",0
"head","bunny",0
"knee","bunny",0
"leg","bunny",0
"lips","bunny",0
"mouth","bunny",0
"nose","bunny",0
"owie","bunny",0
"penis","bunny",0
"shoulder","bunny",0
"toe","bunny",0
"tongue","bunny",0
"tooth","bunny",0
"tummy","bunny",0
"vagina","bunny",0
"basket","bunny",0
"blanket","bunny",0
"bottle","bunny",0
"bowl","bunny",0
"box","bunny",0
"broom","bunny",0
"brush","bunny",0
"bucket","bunny",0
"camera","bunny",0
"can","bunny",0
"clock","bunny",0
"comb","bunny",0
"cup","bunny",0
"dish","bunny",0
"fork","bunny",0
"garbage","bunny",0
"glass","bunny",0
"glasses","bunny",0
"hammer","bunny",0
"jar","bunny",0
"keys","bunny",0
"knife","bunny",0
"lamp","bunny",0
"light","bunny",0
"medicine","bunny",0
"money","bunny",0
"mop","bunny",0
"nail","bunny",0
"napkin","bunny",0
"paper","bunny",0
"penny","bunny",0
"picture","bunny",0
"pillow","bunny",0
"plant","bunny",0
"plate","bunny",0
"purse","bunny",0
"radio","bunny",0
"scissors","bunny",0
"soap","bunny",0
"spoon","bunny",0
"tape","bunny",0
"telephone","bunny",0
"tissue","bunny",0
"toothbrush","bunny",0
"towel","bunny",0
"trash","bunny",0
"tray","bunny",0
"vacuum","bunny",0
"walker","bunny",0
"watch","bunny",0
"basement","bunny",0
"bathroom","bunny",0
"bathtub","bunny",0
"bed","bunny",0
"bedroom","bunny",0
"bench","bunny",0
"chair","bunny",0
"closet","bunny",0
"couch","bunny",0
"crib","bunny",0
"door","bunny",0
"drawer","bunny",0
"dryer","bunny",0
"garage","bunny",0
"high chair","bunny",0
"kitchen","bunny",0
"living room","bunny",0
"oven","bunny",0
"play pen","bunny",0
"porch","bunny",0
"potty","bunny",0
"rocking chair","bunny",0
"refrigerator","bunny",0
"room","bunny",0
"shower","bunny",0
"sink","bunny",0
"sofa","bunny",0
"stairs","bunny",0
"stove","bunny",0
"table","bunny",0
"TV","bunny",0
"window","bunny",0
"washing machine","bunny",0
"backyard","bunny",0
